event_id;device_id;timestamp;longitude;latitude
110;-5,05243E+18;01/05/2016 0:07;109.80;40.64
113;-1,05993E+18;01/05/2016 0:56;118.37;25.00
115;-7,29546E+18;01/05/2016 0:03;120.52;31.37
117;8,14151E+18;01/05/2016 0:48;112.03;37.85
118;-5,89486E+18;01/05/2016 0:01;108.18;23.21
119;-7,6142E+18;01/05/2016 0:01;119.92;30.24
120;6,00196E+18;01/05/2016 0:02;113.07;22.57
121;8,54216E+18;01/05/2016 0:03;115.89;28.68
123;-5,51589E+18;01/05/2016 0:11;116.43;40.05
126;-7,6142E+18;01/05/2016 0:13;119.92;30.24
128;-7,92384E+17;01/05/2016 0:16;116.97;31.05
129;6,25211E+18;01/05/2016 0:13;120.56;31.31
131;8,32355E+18;01/05/2016 0:25;119.15;36.64
132;1,89013E+18;01/05/2016 0:09;117.08;39.99
133;1,89013E+18;01/05/2016 0:13;117.08;39.99
134;-8,96837E+18;01/05/2016 0:36;116.42;39.95
135;1,82836E+17;01/05/2016 0:37;114.33;22.69
137;6,56237E+17;01/05/2016 0:35;114.94;26.79
140;-1,66788E+18;01/05/2016 0:17;119.76;36.68
141;-3,62659E+17;01/05/2016 0:17;107.48;29.71
144;-8,9344E+18;01/05/2016 0:18;116.17;35.48
145;7,91222E+17;01/05/2016 0:19;116.34;39.77
146;-3,69992E+18;01/05/2016 0:22;113.70;28.27
147;8,29239E+18;01/05/2016 0:36;116.46;39.89
148;-2,8E+18;01/05/2016 0:04;126.58;43.87
150;-6,69434E+18;01/05/2016 0:08;120.39;27.50
151;5,99659E+18;01/05/2016 0:11;104.39;23.02
153;2,50441E+18;01/05/2016 0:10;120.62;31.31
154;1,05911E+18;01/05/2016 0:11;104.73;31.73
156;-5,44489E+18;01/05/2016 0:46;117.36;32.95
158;2,50441E+18;01/05/2016 0:56;120.62;31.31
159;8,95559E+18;01/05/2016 0:05;118.80;32.11
161;8,64011E+18;01/05/2016 0:10;117.73;34.92
162;1,95743E+17;01/05/2016 0:07;118.74;32.05
165;3,89627E+18;01/05/2016 0:08;116.27;39.92
168;7,16359E+18;02/05/2016 0:40;114.32;30.53
169;3,10726E+18;02/05/2016 0:11;113.76;23.04
170;-5,85501E+18;02/05/2016 0:45;103.80;25.47
171;-1,96043E+18;02/05/2016 0:11;104.51;35.52
173;-1,55452E+18;02/05/2016 0:14;113.62;28.15
174;5,7161E+18;02/05/2016 0:13;107.51;27.35
175;8,17378E+18;02/05/2016 0:13;106.91;28.95
176;5,69854E+18;02/05/2016 0:24;118.72;32.13
179;-5,16848E+18;01/05/2016 23:56;105.44;25.10
180;-1,08417E+18;01/05/2016 23:57;119.73;32.03
181;-4,25167E+17;01/05/2016 23:57;118.86;30.93
183;7,18235E+18;02/05/2016 0:55;113.39;23.01
184;-1,05009E+18;01/05/2016 23:59;115.49;28.16
185;-1,05009E+18;01/05/2016 23:59;115.49;28.16
186;-1,05009E+18;01/05/2016 23:56;115.49;28.16
187;1,78694E+17;02/05/2016 0:00;108.69;34.35
188;1,78694E+17;02/05/2016 0:01;108.69;34.35
189;-1,08417E+18;02/05/2016 0:01;119.73;32.03
190;-3,69273E+18;02/05/2016 0:04;118.72;32.12
191;8,65693E+18;02/05/2016 0:28;115.26;33.05
193;5,92107E+18;02/05/2016 0:34;118.75;32.23
194;-8,92425E+18;02/05/2016 0:29;115.77;33.89
195;-4,03828E+18;02/05/2016 0:01;110.77;32.60
196;7,1037E+18;02/05/2016 0:01;100.97;22.81
199;5,33943E+18;02/05/2016 0:15;120.74;31.31
200;3,29547E+17;02/05/2016 0:11;114.22;22.68
201;8,40563E+18;02/05/2016 0:22;113.80;22.72
203;3,67728E+18;02/05/2016 0:25;81.38;43.92
204;3,67728E+18;02/05/2016 0:21;81.38;43.92
205;-2,50412E+18;02/05/2016 0:26;119.96;30.54
206;3,29547E+17;02/05/2016 0:32;114.22;22.68
207;1,44877E+18;02/05/2016 0:33;119.33;26.07
208;3,29547E+17;02/05/2016 0:34;114.22;22.68
209;-6,51068E+18;02/05/2016 0:45;120.38;36.16
210;-3,41463E+18;02/05/2016 0:49;114.44;36.64
211;-6,2425E+18;02/05/2016 0:40;111.21;27.85
212;-5,12736E+18;02/05/2016 0:48;114.91;27.82
213;1,39498E+18;02/05/2016 0:47;121.39;31.06
214;9,15756E+18;02/05/2016 0:55;114.05;32.47
215;3,91508E+18;02/05/2016 0:17;116.39;39.91
216;3,91508E+18;02/05/2016 0:18;116.39;39.91
217;-6,04033E+18;02/05/2016 0:18;112.47;37.86
220;-2,97575E+18;02/05/2016 0:39;116.30;39.84
221;-7,44233E+18;02/05/2016 0:40;120.94;31.12
222;-5,33736E+18;02/05/2016 0:41;103.97;30.66
223;-7,20566E+18;02/05/2016 0:12;114.73;28.23
224;7,7999E+18;02/05/2016 0:13;117.28;31.86
225;3,03424E+17;02/05/2016 0:04;110.51;35.60
228;-1,5035E+18;02/05/2016 0:12;116.11;24.26
229;-4,9054E+18;02/05/2016 0:09;108.93;34.11
231;-2,8319E+18;02/05/2016 0:23;116.71;23.40
232;-1,69957E+18;02/05/2016 0:23;114.29;30.59
233;-4,96043E+18;02/05/2016 0:21;104.03;30.67
234;8,23891E+18;02/05/2016 0:27;112.50;37.80
235;-2,56449E+18;02/05/2016 0:46;120.24;35.97
236;-2,17157E+18;02/05/2016 0:47;115.08;35.61
237;-4,81939E+18;02/05/2016 0:08;118.41;31.33
238;-1,55831E+18;02/05/2016 0:09;104.17;30.72
239;-8,20272E+18;02/05/2016 0:37;113.84;35.30
240;7,90157E+18;02/05/2016 0:38;120.29;30.34
245;3,93383E+18;02/05/2016 0:24;121.43;31.09
248;8,66374E+18;02/05/2016 0:51;106.79;39.68
249;-1,86497E+18;02/05/2016 0:17;118.66;33.50
251;2,77902E+18;02/05/2016 0:14;121.43;28.48
252;-3,64869E+18;02/05/2016 0:19;120.47;33.20
254;-3,64869E+18;02/05/2016 0:20;120.47;33.20
255;8,88967E+16;02/05/2016 0:32;118.82;32.08
256;9,31498E+17;02/05/2016 0:33;110.92;34.61
257;3,38469E+18;02/05/2016 0:39;114.14;30.62
258;-1,03621E+18;02/05/2016 0:38;118.72;32.14
260;-6,87559E+18;02/05/2016 0:00;121.46;31.23
261;-6,87559E+18;01/05/2016 23:58;121.46;31.23
262;8,15619E+18;01/05/2016 23:56;104.52;32.39
263;5,92417E+18;01/05/2016 23:57;119.37;26.09
266;2,15299E+18;01/05/2016 23:55;112.61;26.90
267;-5,40201E+17;02/05/2016 0:06;116.36;39.84
269;8,17378E+18;02/05/2016 0:06;106.91;28.95
270;-4,73405E+18;02/05/2016 0:07;105.12;29.32
271;8,17378E+18;02/05/2016 0:07;106.91;28.95
272;-2,79329E+18;02/05/2016 0:27;121.46;30.93
273;3,91508E+18;02/05/2016 0:28;116.39;39.91
274;3,91508E+18;02/05/2016 0:35;116.39;39.91
275;3,91508E+18;02/05/2016 0:37;121.24;28.74
276;3,91508E+18;02/05/2016 0:37;116.39;39.91
277;-6,19983E+18;02/05/2016 0:29;114.47;23.11
279;8,70557E+18;02/05/2016 0:35;119.20;34.64
280;-6,21686E+18;02/05/2016 0:00;112.71;34.64
281;-4,10151E+18;02/05/2016 0:00;113.32;23.19
282;-4,10151E+18;02/05/2016 0:01;113.32;23.19
287;8,40563E+18;02/05/2016 0:45;113.80;22.72
288;-5,72888E+18;02/05/2016 0:34;124.16;42.54
290;9,15756E+18;02/05/2016 0:36;114.05;32.47
294;4,27831E+18;02/05/2016 0:10;126.79;42.38
296;-6,47061E+18;02/05/2016 0:12;120.35;30.29
297;1,06819E+18;02/05/2016 0:13;120.35;36.30
298;-6,87559E+18;01/05/2016 23:57;121.46;31.23
299;4,86733E+18;02/05/2016 0:00;114.17;22.85
300;8,48362E+18;02/05/2016 0:04;113.80;34.77
301;6,54361E+18;02/05/2016 0:36;107.59;37.61
303;1,52257E+18;02/05/2016 0:48;120.98;32.04
305;5,62886E+18;02/05/2016 0:05;117.18;36.23
306;5,62886E+18;02/05/2016 0:05;117.18;36.23
308;-6,10595E+18;02/05/2016 0:07;120.01;30.21
309;-6,2425E+18;01/05/2016 23:59;111.21;27.85
311;-7,85475E+18;02/05/2016 0:46;118.72;32.05
313;9,10484E+18;02/05/2016 0:49;115.96;28.67
314;9,10484E+18;02/05/2016 0:45;115.96;28.67
315;4,12828E+18;01/05/2016 23:57;103.68;30.62
316;-2,3411E+18;01/05/2016 23:58;112.34;34.67
317;4,84136E+18;02/05/2016 0:20;117.35;31.88
320;1,15885E+18;01/05/2016 23:59;113.85;36.24
322;-4,90406E+18;03/05/2016 0:21;114.36;27.79
323;5,25869E+18;03/05/2016 0:29;114.32;22.69
326;-2,07808E+18;03/05/2016 0:42;113.60;23.03
327;4,06976E+18;03/05/2016 0:26;118.63;35.79
328;-3,18852E+18;03/05/2016 0:35;126.69;45.73
329;-3,18852E+18;03/05/2016 0:36;126.69;45.73
332;-7,62094E+18;03/05/2016 0:23;111.91;37.08
333;1,5134E+18;03/05/2016 0:14;115.94;28.60
334;1,8056E+18;03/05/2016 0:26;120.28;30.31
335;-5,12736E+18;03/05/2016 0:12;114.91;27.82
338;-4,40585E+18;03/05/2016 0:40;109.22;34.37
340;2,15351E+18;03/05/2016 0:15;111.57;36.08
341;-4,4743E+18;03/05/2016 0:29;114.39;30.51
342;-4,4743E+18;03/05/2016 0:30;114.39;30.51
343;-4,20174E+18;03/05/2016 0:32;116.37;39.97
344;-9,14294E+18;03/05/2016 0:31;118.49;31.56
345;-2,94601E+18;03/05/2016 0:14;117.27;39.13
346;-7,11935E+18;03/05/2016 0:14;118.89;28.94
348;-3,90983E+17;03/05/2016 0:20;106.83;39.67
351;-7,9792E+18;03/05/2016 0:17;120.38;32.62
352;7,19086E+18;03/05/2016 0:36;118.86;28.95
355;-3,95348E+18;03/05/2016 0:31;121.38;31.15
356;5,43931E+18;03/05/2016 0:20;113.27;23.24
358;-4,7119E+18;03/05/2016 0:15;113.66;22.83
359;-4,7119E+18;03/05/2016 0:17;113.66;22.83
360;2,90243E+18;03/05/2016 0:42;114.11;22.93
361;6,913E+18;03/05/2016 0:35;120.96;31.36
362;-4,22982E+18;03/05/2016 0:09;106.70;26.59
364;-4,30359E+18;03/05/2016 0:23;113.22;23.13
367;8,52326E+18;03/05/2016 0:07;119.31;26.00
368;7,20163E+18;03/05/2016 0:32;114.21;30.60
369;7,20163E+18;03/05/2016 0:33;114.21;30.60
371;-5,38082E+18;03/05/2016 0:04;118.85;32.12
372;9,18496E+18;03/05/2016 0:07;120.20;30.07
373;7,91346E+18;03/05/2016 0:16;102.67;25.07
374;-1,89643E+18;03/05/2016 0:30;121.49;31.26
376;7,87148E+18;03/05/2016 0:28;114.80;30.84
377;-9,05877E+18;03/05/2016 0:47;126.51;48.25
378;2,03653E+18;03/05/2016 0:49;120.42;36.24
381;-1,15391E+18;03/05/2016 0:10;108.92;34.17
382;1,24025E+18;03/05/2016 0:21;118.32;30.92
383;-3,13921E+18;03/05/2016 0:21;114.48;38.06
384;-3,13921E+18;03/05/2016 0:24;114.48;38.06
386;-3,49145E+18;03/05/2016 0:27;113.92;22.65
387;-1,60234E+18;03/05/2016 0:27;113.27;23.11
390;-3,76256E+18;03/05/2016 0:24;121.54;31.29
391;-6,93584E+18;03/05/2016 0:35;113.58;28.71
392;2,31011E+18;03/05/2016 0:37;113.57;24.80
393;7,4152E+18;03/05/2016 0:41;113.92;22.55
394;7,07712E+18;03/05/2016 0:24;113.78;23.05
395;-3,04514E+18;03/05/2016 0:21;103.95;29.21
396;-7,45203E+18;03/05/2016 0:31;121.27;31.16
397;-5,86772E+18;03/05/2016 0:34;104.17;30.83
398;-3,68079E+18;03/05/2016 0:39;119.47;32.21
400;-2,45443E+18;03/05/2016 0:00;118.84;37.41
402;7,07891E+17;02/05/2016 23:52;129.49;42.91
403;-3,34E+18;03/05/2016 0:02;112.46;23.05
404;-7,5766E+18;03/05/2016 0:06;114.20;30.55
409;-7,08645E+18;03/05/2016 0:36;113.90;22.71
411;5,77607E+18;03/05/2016 0:38;111.15;37.52
412;2,15351E+18;03/05/2016 0:05;111.57;36.08
413;-6,49267E+17;03/05/2016 0:00;113.32;23.18
414;-7,54829E+18;03/05/2016 0:05;116.79;33.98
416;-7,69426E+18;03/05/2016 0:56;104.70;31.54
417;6,27468E+18;03/05/2016 0:31;108.76;23.22
418;8,49694E+17;03/05/2016 0:28;113.31;22.98
419;-9,00302E+18;03/05/2016 0:28;108.08;24.70
423;7,29485E+18;03/05/2016 0:04;119.79;25.51
424;-3,78412E+18;03/05/2016 0:10;121.40;31.33
426;7,3802E+18;03/05/2016 0:39;118.98;24.99
427;-7,19552E+18;03/05/2016 0:36;114.24;22.66
428;7,3802E+18;03/05/2016 0:29;118.98;24.99
429;2,10792E+18;03/05/2016 0:43;118.56;24.84
431;8,86419E+18;03/05/2016 0:45;122.76;40.85
432;-5,35069E+18;03/05/2016 0:48;120.40;36.08
433;8,14151E+18;02/05/2016 23:57;112.03;37.85
437;7,75111E+17;04/05/2016 0:39;117.29;39.05
440;8,80413E+18;04/05/2016 0:19;113.95;22.56
441;1,05876E+18;04/05/2016 0:24;113.29;22.99
442;2,73118E+18;04/05/2016 0:28;116.35;39.78
443;1,18661E+18;04/05/2016 0:40;125.33;43.92
444;2,39911E+18;04/05/2016 0:42;113.44;22.20
445;-7,15821E+18;04/05/2016 0:57;121.07;28.29
446;-6,10597E+18;04/05/2016 0:07;111.67;36.38
448;-7,46877E+18;04/05/2016 0:08;108.31;22.84
450;4,52109E+18;04/05/2016 0:00;112.96;22.99
453;9,12821E+18;04/05/2016 0:04;114.10;32.10
454;7,92151E+18;04/05/2016 0:06;114.69;38.02
456;-7,64925E+18;04/05/2016 0:06;113.39;23.06
457;5,17618E+18;04/05/2016 0:35;116.67;34.88
458;5,49133E+18;04/05/2016 0:29;114.55;38.16
459;6,44663E+18;04/05/2016 0:34;106.20;29.27
460;7,68857E+18;04/05/2016 0:35;106.57;29.49
464;-2,44973E+18;04/05/2016 0:15;113.26;22.66
465;-2,44973E+18;04/05/2016 0:11;113.26;22.66
466;-2,05007E+18;04/05/2016 0:12;118.34;35.11
467;6,27412E+18;04/05/2016 0:47;110.34;20.06
468;-7,18195E+18;04/05/2016 0:14;121.51;31.16
469;-4,58829E+18;04/05/2016 0:15;113.24;23.21
470;-5,93604E+18;04/05/2016 0:16;120.46;33.21
471;-8,3401E+18;04/05/2016 0:45;111.92;34.74
474;3,05689E+18;04/05/2016 0:50;106.62;23.90
475;-5,5645E+18;04/05/2016 0:55;112.83;35.50
478;2,77152E+18;04/05/2016 0:21;116.43;39.97
481;5,80057E+18;04/05/2016 0:01;121.57;31.26
482;-3,22052E+18;04/05/2016 0:01;110.63;22.07
484;-5,15995E+18;04/05/2016 0:06;122.96;41.11
485;7,93996E+18;03/05/2016 23:56;112.59;35.08
486;-2,682E+18;03/05/2016 23:59;123.93;41.87
487;7,81333E+18;04/05/2016 0:57;120.17;33.37
488;-6,24339E+18;04/05/2016 0:07;116.46;40.01
489;7,2916E+18;04/05/2016 0:07;114.26;30.57
490;2,32467E+18;04/05/2016 0:08;117.27;31.84
495;1,4488E+18;04/05/2016 0:16;118.72;35.69
496;-1,14549E+18;04/05/2016 0:16;108.41;34.23
497;4,18874E+18;04/05/2016 0:00;119.97;36.33
498;8,70904E+18;04/05/2016 0:02;120.29;31.55
500;6,58488E+18;04/05/2016 0:04;113.67;34.79
501;-5,01709E+18;04/05/2016 0:03;113.86;34.75
503;7,41111E+18;04/05/2016 0:04;112.14;32.02
505;7,41111E+18;04/05/2016 0:45;112.14;32.02
506;4,36072E+18;04/05/2016 0:49;81.30;6.29
508;2,68557E+18;04/05/2016 0:47;106.47;29.54
509;7,41111E+18;04/05/2016 0:51;112.14;32.02
511;2,77152E+18;04/05/2016 0:27;116.44;39.96
512;6,79043E+18;04/05/2016 0:33;116.66;40.35
513;-6,33902E+18;04/05/2016 0:39;108.95;34.36
514;1,68739E+18;03/05/2016 23:59;115.79;28.19
515;8,16927E+18;03/05/2016 23:59;100.08;23.88
518;6,35054E+17;04/05/2016 0:01;116.68;39.51
520;2,23611E+18;04/05/2016 0:02;119.55;29.08
523;1,4488E+18;04/05/2016 0:54;118.72;35.69
524;5,78997E+17;04/05/2016 0:54;118.75;31.99
525;-2,65314E+18;04/05/2016 0:18;113.50;23.08
526;6,093E+18;04/05/2016 0:14;108.27;22.80
527;-1,16853E+18;04/05/2016 0:19;110.29;25.24
528;-5,06144E+18;04/05/2016 0:19;112.86;27.89
530;-3,37697E+18;04/05/2016 0:35;113.67;34.83
531;1,01084E+18;04/05/2016 0:09;108.96;34.27
533;-6,06711E+18;04/05/2016 0:02;108.23;22.79
534;-2,54904E+18;04/05/2016 0:02;103.77;29.60
535;-6,06711E+18;04/05/2016 0:02;108.23;22.79
536;-6,06711E+18;04/05/2016 0:03;108.23;22.79
537;-7,92384E+17;04/05/2016 0:31;116.97;31.05
539;-7,92384E+17;04/05/2016 0:32;116.97;31.05
540;-8,36026E+18;04/05/2016 0:33;116.36;23.55
541;8,12352E+17;04/05/2016 0:25;118.81;31.88
542;-8,92162E+17;04/05/2016 0:20;115.46;38.88
543;1,52257E+18;04/05/2016 0:21;120.98;32.04
544;-4,43929E+18;04/05/2016 0:28;120.89;32.01
546;-2,67911E+18;04/05/2016 0:11;117.32;36.67
548;8,33943E+18;04/05/2016 0:55;118.10;39.61
549;2,23627E+18;04/05/2016 0:30;114.43;38.02
551;2,23627E+18;04/05/2016 0:32;114.43;38.02
552;6,03297E+18;04/05/2016 0:01;116.67;23.56
553;6,72164E+18;04/05/2016 0:03;118.21;33.49
555;1,44008E+18;04/05/2016 0:02;113.14;23.20
556;-7,32871E+18;04/05/2016 0:17;104.13;30.69
559;4,42066E+18;04/05/2016 0:52;103.70;27.31
560;6,84951E+18;04/05/2016 0:52;106.30;31.27
561;-1,03444E+18;04/05/2016 0:54;120.31;30.23
562;-6,21686E+18;03/05/2016 23:59;112.71;34.64
565;6,0984E+18;04/05/2016 0:29;113.26;23.13
566;-4,29025E+18;04/05/2016 0:30;120.33;27.47
569;-7,43629E+18;05/05/2016 0:49;118.60;24.85
571;5,87129E+18;05/05/2016 0:57;114.42;23.12
573;-7,43629E+18;05/05/2016 0:40;118.60;24.85
575;7,77507E+18;05/05/2016 0:35;116.33;39.99
576;8,52727E+17;05/05/2016 0:32;106.42;29.82
577;4,28364E+18;05/05/2016 0:33;112.26;35.54
578;9,09252E+18;05/05/2016 0:25;104.13;30.61
579;8,15811E+18;05/05/2016 0:22;116.11;40.24
581;-1,66575E+18;05/05/2016 0:51;117.07;36.67
583;3,11424E+18;05/05/2016 0:44;117.16;35.09
584;-7,99504E+18;05/05/2016 0:21;114.71;22.99
585;-8,24606E+18;05/05/2016 0:20;114.17;22.83
587;3,90679E+18;05/05/2016 0:34;122.89;47.51
590;4,05635E+18;05/05/2016 0:53;113.80;35.46
591;-1,7293E+18;05/05/2016 0:54;120.12;30.27
594;1,19889E+18;05/05/2016 0:06;113.73;23.01
595;1,19889E+18;05/05/2016 0:14;113.73;23.01
596;5,92417E+18;05/05/2016 0:10;119.37;26.09
598;6,669E+17;05/05/2016 0:19;113.18;27.80
601;4,04377E+18;05/05/2016 0:08;118.01;39.79
602;4,42493E+18;05/05/2016 0:05;114.07;22.63
603;3,19033E+18;05/05/2016 0:26;114.33;22.66
604;-8,01784E+18;05/05/2016 0:26;125.17;43.99
605;-1,18033E+18;05/05/2016 0:28;117.98;24.60
606;3,12995E+18;05/05/2016 0:08;102.26;27.90
607;3,51609E+18;05/05/2016 0:09;114.13;22.72
609;-3,76256E+18;05/05/2016 0:14;121.54;31.29
610;-3,76256E+18;05/05/2016 0:22;121.54;31.29
611;-3,76256E+18;05/05/2016 0:23;121.54;31.29
612;8,66374E+18;05/05/2016 0:06;108.74;39.83
613;-5,93541E+18;05/05/2016 0:54;112.86;27.24
614;-3,14252E+18;05/05/2016 0:54;113.58;37.33
615;7,78294E+18;05/05/2016 0:55;120.21;33.40
616;-2,02539E+18;05/05/2016 0:05;110.46;19.26
618;6,669E+17;05/05/2016 0:16;113.18;27.80
620;1,18661E+18;05/05/2016 0:41;114.77;25.68
623;-4,2809E+18;04/05/2016 23:59;106.72;26.58
624;-1,39501E+18;05/05/2016 0:51;116.68;23.36
625;-8,33835E+17;05/05/2016 0:05;114.30;30.52
626;-4,95439E+18;05/05/2016 0:01;117.03;25.09
627;3,94353E+17;05/05/2016 0:06;121.52;31.19
628;5,89483E+17;05/05/2016 0:03;114.02;22.66
631;1,18339E+18;05/05/2016 0:38;104.03;30.64
632;-7,29546E+18;05/05/2016 0:58;120.51;31.37
633;5,62167E+18;05/05/2016 0:29;108.63;40.73
634;5,62167E+18;05/05/2016 0:29;108.63;40.73
635;-6,48235E+18;05/05/2016 0:38;113.29;33.72
636;-6,69861E+18;05/05/2016 0:40;113.35;22.52
637;-8,32397E+18;05/05/2016 0:24;120.17;30.25
638;3,01097E+18;04/05/2016 23:59;113.27;35.18
639;-6,79145E+18;04/05/2016 23:59;108.81;23.22
641;-7,6305E+18;05/05/2016 0:00;120.20;30.21
642;3,01097E+18;05/05/2016 0:01;113.27;35.18
643;3,51609E+18;05/05/2016 0:01;114.13;22.72
646;-8,50836E+18;05/05/2016 0:03;112.92;27.84
648;3,12995E+18;05/05/2016 0:07;102.26;27.90
650;-9,03811E+18;05/05/2016 0:36;113.23;23.14
651;-7,6142E+18;05/05/2016 0:08;119.92;30.24
652;-7,6142E+18;05/05/2016 0:13;119.92;30.24
654;-8,4514E+17;05/05/2016 0:49;116.31;39.93
655;-1,80354E+18;05/05/2016 0:07;114.20;22.65
656;9,18496E+18;05/05/2016 0:08;120.20;30.07
657;-8,92621E+18;05/05/2016 0:21;114.01;22.91
661;4,65355E+18;05/05/2016 0:00;113.91;35.33
663;1,18661E+18;05/05/2016 0:01;114.77;25.68
668;-2,43705E+18;05/05/2016 0:25;118.19;28.45
669;-2,43705E+18;05/05/2016 0:29;118.19;28.45
670;9,31498E+17;05/05/2016 0:29;110.92;34.61
671;-1,30384E+18;05/05/2016 0:40;120.36;36.26
672;6,37726E+17;05/05/2016 0:41;114.42;30.39
673;1,55398E+18;05/05/2016 0:03;119.01;33.01
674;6,669E+17;05/05/2016 0:03;113.18;27.80
675;-8,01784E+18;05/05/2016 0:28;125.17;43.99
676;1,52645E+18;05/05/2016 0:29;104.03;30.64
677;7,78294E+18;05/05/2016 0:30;120.21;33.40
680;-1,2102E+18;05/05/2016 0:32;113.68;34.59
681;3,96436E+18;05/05/2016 0:35;114.05;22.61
682;-8,46029E+18;04/05/2016 23:58;105.20;30.68
683;-1,40821E+18;04/05/2016 23:58;103.80;31.16
685;-5,1634E+18;05/05/2016 0:38;114.11;22.60
686;-6,56393E+18;05/05/2016 0:39;115.59;37.54
